text,score
"I've watched this movie a second time to try to figure out why it wasn't as successful (commercially or artistically) as it should have been, and discovered considerable artistic merit--which may ultimately have been its commercial undoing.<br /><br />First of all, this movie attempts ""serious"" science-fiction, social commentary, more than action-adventure. There is action in it, but that's not really what it's about. If you focus on that, you'll end up with (as others have noted) a bad ""Aliens"" clone. But, again, that's not what it's about.<br /><br />The movie is really about Todd's (Kurt Russell) transformation from human to near-machine and back to human (mostly *back*). But because it's not trying to give you a typically glib Hollywood style answer, Kurt Russell must make this transformation without speaking, and largely without broad expressions. And he really does a wonderful job--it can take two viewings to appreciate it.<br /><br />The surrounding ""social logic"" is flawed and it's never adequately explained whether Todd's ability to hold his own against an army of supposedly superior troops comes from his experience on the battlefield or his newfound human-ness or what, but the movie still makes a marvellous showcase for Russell's (easy to underestimate) talent.",1
"How nice to have a movie the entire family can watch together. Josie Bissett and Rob Estes (who are married in real life) play a couple who marry in Las Vegas on a whim and then not only have to break the news to their kids but then have to try to meld their respective households (each has two boys and two girls)into a cohesive family unit. What transpires when the group, which includes four teenagers, two preteens and two younger children, makes one wonder at first if there can ever be true happiness for Carrie and Jim. The fights between the kids (and one little love affair between two of them) make one wonder if everyone will ever be able to get along. More interesting than the Brady Bunch, what this is a totally enjoyable way to spend a couple hours. Recommended as a feel good movie for all ages.",1
"8 days no script that's what the DVD tells you is how the movie was made. It's shot in blurry video that's occasionally used to good effect, but it's really partially naked women sitting around in a room for most of the running time. It is very well acted and this helps a lot. But the killer only shows up once in a long time and the girls/women sit and mope they don't try to escape or do anything too interesting, so the whole thing grinds to a stand still after about 20 minutes. Would have been a good short maybe even powerful. Even for eight days they do very little. Why? Because they had no script. How many movies have been made without scripts. Not too many. I wonder why that is? How many great movies have been made from bad scripts. Not too many. Why is that? Working against this major problem, the direction tries and does some interesting things but with what is essentially nothing. Topless girls shot in dark grainy colorless video sitting around will keep some going for a while but not for the short but too long feature length. Actors again deserve praise, if only there was a script.<br /><br />Also the video quality, or lack thereof, is really low end, they try to use it to advantage and at times some shots look they are from Miami Vice, the recent movie that is. But that's not intended to compliment Miami Vice or this failed venture.",0
"This is a better-than-average entry in the Saint series - It holds your interest and, as mysteries should, keeps you guessing until the end and has several suspects to choose from.<br /><br />Many films from the Golden Age are not for all tastes, especially younger viewers. They date themselves by clothing, cars, settings, etc. Who nowadays asks for a highball? Or wears a suit and tie everywhere? And the legal process was so much simpler - must have been a dearth of lawyers back then. Frankly, much of value is missing from those days.<br /><br />In any case, go with it and enjoy. It's good - in an old-fashioned sense.",1
"Gary Busey is the title character, Frank ""Bulletproof"" McBain, your standard-issue reckless maverick cop who's earned his nickname because no matter how many bullets he takes (38 and counting), he never stops going after the bad guys.<br /><br />When a cutting-edge U.S. tank dubbed ""Thunderblast"" is driven across the border into Mexico, it's nabbed by revolutionaries / terrorists led by General Brogado (Rene Enriquez) and Libyan Colonel Kartiff (Henry Silva), who's aligned himself with Russian villains. The Army personnel involved are kept as prisoners, chief among them Devon Shepard (Darlanne Fluegel), who happens to be McBain's ex-girlfriend. McBain is then recruited by the Army for a rescue mission.<br /><br />Busey may not have the physical presence of say, someone like Schwarzenegger, who would have been another appropriate lead for a film of this type, but he's a blast as a self- confident dude who's quick with the wisecracks. Fluegel is a great female lead; she not only looks incredibly sexy but makes for a fine butt-kicking action babe. Enriquez, Silva, Juan Fernandez, and the always welcome William Smith (as a Russian major) are loathsome scum in the classic action movie tradition. The supporting cast is quite full of familiar and reliable character actors: L.Q. Jones, R.G. Armstrong, Thalmus Rasulala, Lincoln Kilpatrick, Mills Watson, Luke Askew, Danny Trejo, and Cary-Hiroyuki Tagawa.<br /><br />T.L. Lankford and B.J. Goldman supply the script, based on a story by Lankford and veteran B director Fred Olen Ray. It's the kind of script where you just know the writers have their tongues in their cheeks: they know their material is absurd and cheesy, and just have fun throwing credibility out the window. Veteran action director Steve Carver keeps it moving and delivers a respectable amount of gunfire, explosions, and general all-out mayhem.<br /><br />""Bulletproof"" is good fun for the action fan who doesn't mind switching off their brain now and then and just enjoying a generous assortment of violence and humor.<br /><br />7/10",1
"If this movie had a point I never discovered it. A very depressing movie which supposedly is about the final evacuation of the residents living in a dam site area on the Northfork River in Montana. The problem is that there is no actual Northfork River in Montana. There are several north forks but they are branches of other rivers which divided into north and south forks.<br /><br />	The opening scene of the movie is a coffin bobbing to the surface of the lake but the scene is never tied into the story and the viewer is left to speculate as to its meaning. But much is left to the viewer's speculation in the movie. Another example is when a team of dam employees responsible for the evacuation of the residents arrives at the dam headquarters, another group of people are departing. Some remark which is almost inaudible is made about these people which makes no sense whatsoever and there is no followup in the movie to explain it.<br /><br />	The movie is butchered into several stories and the film keeps switching back and forth between stories which is quite disconcerting. And the stories are weird. In one of them the occupants of one property refuse to be evacuated because they are living in a home that is built like Noah's Ark.<br /><br />	Another senseless story centers around a sick orphan who is dying and somehow he is sharing his presence with a house full of ghosts and in an orphanage with a priest at the same time. If anyone can figure out what the ghost story was about the author must have explained it to them.<br /><br />	The scenery was stark and the sun never shines. There are snowy mountains in the far distance. I guess the purpose was to set the mood. The time period is set by the fact that the evacuaters all drove Ford sedans of the 1946-48 era although the events are supposed to have occurred in 1955. The acting was mediocre. When I saw the billing for this movie it said that Darryl Hannah was in the picture. If she was, I didn't recognize her but I surmise that she was the ghost lady.",0
"This movie documents the Harlem ball circuit of the mid eighties. Much more fun than than Palazzo Volpi, though just as diseased, this movie is a true gem of squalor. One cannot help but sympathize with the characters because of their freakness . The sole purpose of middle class intellectuals is to document the phenomenons of the trash and the glitz. Here the most genius of trash is extremely well documented and duly glamorized. The characters' penchant for idolatry of all that is glamorous inspires even more adoration of the characters themselves on part of the viewer, creating a ""phenomenon of a phenomenon"" effect which makes this movie a piece of art.",1
"Sure, it seems like there is only about 17 minutes of actual content in each episode, but it is certainly fun to watch. You might find yourself cringing in your chair as buddy sticks his foot in his mouth and gets shot down, or chuckling and shaking your head when some ridiculous line actually works. The panel of hosts have more of a good-natured, friendly (dare I say Canadian) style of commentary compared with cutthroat US reality programming. I think the people who complain about this show don't get the joke. They are taking the show more seriously than the show takes itself. Keys to the VIP is a great caricature of reality shows, sports TV culture, and the club scene. I hope they do another season, and I'd be interested to see if a US version appears. It's certainly a fun, original premise.",1
"The original title means ""The Birth of the Octopuses"". I must confess that I do not quite understand this title. The English title is ""Water Lilies"". But after having written this, I read the comment by another user: ""The title in French is also suggestive: ""prieuve"", or octopus, suggest an individual having to juggle many pressures simultaneously."" Thanks for your explanation.<br /><br />The basic theme is the first sexual emotions of girls, when it is not clear if they are directed toward the same or the other sex. It is no different for boys. I think that both Floriane and Marie will eventually have heterosexual feelings without any admixtures.<br /><br />Much of the movie is water ballet. Sometimes the girls will have their heads downwards, and nothing above the water except their feet and lowers legs, with which they will wave and kick in the air. To people like me who had never seen such things before, it was fascinating. - Floriane is the leader of one team of ""water lilies"". <br /><br />Marie tells her that she would like to see when Floriane is training. This seems to be their first contact that is not just ordinary. Soon they will walk together. Floriane takes Marie to a garage where a boy is waiting for her, and then goes away with him for an hour, while Marie is waiting for her to return. I took for granted that the couple slept with each other. But we will later learn from the movie that they do less than that. <br /><br />I can supply some information which few users will find elsewhere. There is a scene in which Marie secretly steals Floriane's garbage bag. In it she finds an apple, mostly eaten. And Marie proceeds to eat the rest.  There is a parallel scene in another movie, ""Kazetachi no gogo"" (Afternoon Breezes) by Hitoshi Yazaki (Japan, 1980). This is about adult young females, and a clearly Lesbian woman is vainly in love with a heterosexual woman. She also steals a garbage bag of the beloved, and also finds a more or less eaten apple and eats the rest. <br /><br />Later Floriane tells Marie that she would like to have her first orgasm from her. Marie says she cannot do this. <br /><br />But still later Marie says that she is indeed willing to do it. And she masturbates on Floriane. There is no nudity in this scene. <br /><br />Probably only a female director could have made such a fine psychological show or study of  I would like to quote Baudelaire, ""Les amours enfantines"".<br /><br />Floriane is played by Adèle Haenel, who made the excellent performance as the autistic girl in ""The Little Devils"" by Christophe Ruggia (2002)  a very underrated movie.",1
"Personally, I think Kevin Spacey is one of the greatest actors of his generation, maybe the greatest. This in combination with another amazing actor named Jeff Bridges, it can't be bad. And that's exactly what this movie is! ""K-PAX"" is one of the most pleasant surprises of the latest years. To start with has the movie a brilliantly written story. It's part of what makes the movie so great. The other aspect that contributes to the greatness of the movie is the acting. The combination Spacey-Bridges really works.<br /><br />This was already the second time I saw the movie and I'm sure it won't be the last time. ""K-PAX"" has everything. There are moments which are extremely funny, parts that remind of a true thriller and others which reminds of high-class drama. I think this movie deserves a much higher rating and a lot more awards. Great movie! <br /><br />9/10",1
"You don't review James Bond movies, you evaluate them, rate them according to how well they meet expectations. There are certain things one has come to expect, even demand of a Bond film and each individual effort either delivers or it doesn't. So, here are ten elements that make a Bond film a Bond film. And even though NEVER SAY NEVER AGAIN is not technically part of the official Bond filmography, the mere presence of Sean Connery returning as 007 makes it something more than merely an honorary member of the series. Anyway, here's how it rates on a scale of 1 to 10: <br /><br />Title: NEVER SAY NEVER AGAIN: The clever title has no apparent link to the actual storyline, but is instead an in-joke reference to Sean Connery's vow to never play OO7 again after having been lured back once before for DIAMONDS ARE FOREVER. Whatever the case, it is a catchy title. 8 points.<br /><br />Pre-Credit Teaser: Perhaps trying to avoid any obvious parallels to the official EON series of Bond films, there is no Teaser; the opening scenes are just shown behind the credits. And even that is disappointing: yet another ""oh-no, Bond has been killed"" fakeout. 4 points.<br /><br />Opening Credits: Other than a screen full of tiny 007's, they didn't even bother trying to jazz up the credits with graphics or split screens or interesting camera angles. 1 points.<br /><br />Theme Song: As written by Michel LeGrand and sung by Lani Hall ""Never Say Never Again"" would make for a perfectly pleasant part of a particularly long elevator ride. As a Bond theme, it's merely okay. 6 points.<br /><br />""Bond, James Bond"": Appropriately, since this film sees Connery being lured back into service as Bond after a decade's hiatus, the story begins with 007 facing the question as to whether Bond/Connery is still up to the job. Happily, Connery more than proves himself ready for Bondage again. Though he is a bit grayer, sporting a bit more girth and wearing a slightly more obvious toupee, he seems to have no trouble slipping back into action. All in all, it is one of Connery's best, and most relaxed, turns as the character. 9 points.<br /><br />Bond Babes: Even in the best of the Bond films, the female characters aren't given much dimension; they exist largely as necessary props for Bond's use. Future Oscar-winner Kim Basinger is granted a great deal of leeway in creating her character of Domino Petachi and the film benefits from this. She does a nice job -- and she's not bad to look at either. 8 points.<br /><br />Bond Villain: The reports of his death being obviously exaggerated, Blofeld is back -- at least, for the moment -- showing he has more lives than his prized pussycat. One-time Jesus portrayer-turned-stereotypical villain, Max von Sydow isn't given a lot to do in the role, but is a silky presence nonetheless. But he is overshadowed by a wonderful performance by Klaus Maria Brandauer as Maximilian Largo. After a string of banal Bond villains, it is so refreshing for Brandauer to gave a performance that is both subtle, yet colorfully evil. Funny without being campy, ruthless without seeming cartoonish; his Largo ranks right up there with Auric Goldfinger as one of Bond's best villains. 10 points.<br /><br />Bond Baddies: Fatima Blush! What can I say? As played with all the bold style of a particularly flamboyant drag queen, Barbara Carrera breezes through the film, displaying a mix of self-amused evil and more than a tad of pure psychotic insanity. Bond has crossed paths with a variety of femmes fatales, most of whom have been so easily disposed of that they existed more as amusing eye candy than as characters. But few dared to exhibit such a flare for the dramatic or such fierce determination. Even her untimely demise is spectacular, even by Bondian standards. 10 points.<br /><br />Sinister Plot: As a remake of sorts of THUNDERBALL, the film does seem a bit been-there-done-that: nuclear missiles are stolen and major real estate will go kaboom if all the countries of the world don't pay a multi-kazillion dollar ransom. But at least producer Kevin McClory was lucky enough to find himself forced to remake one of the weakest Bond adventures. By comparisons, this effort blows THUNDERBALL out of the water. And despite the absence of many Bondian trademarks, the film succeeds on its own. 9 points.<br /><br />Production values: The film starts out with an uneasy style, like a TV movie trying to be more than it can. But as the story progress, the film gains momentum and a sense of purpose, making it a superior adventure. 8 points. <br /><br />Bonus Points: There are several odd changes that sets this Bond film apart from the official series. Miss Moneypenny is hardly acknowledged; as played by Edward Fox, ""M"" is a cranky old grouch with no respect for the ""Double Os,"" a foreshadowing of how Judi Dench would later play the part; and ""Q"" suddenly has a cockney accent and is all buddy-buddy with Bond. And there is a curious sense of nostalgia throughout the film, such as replacing Bond's Astin-Martin with a vintage Packard and a tango dance number that is cleverly inserted into the story. And a big rescue near the end is on horseback, an homage to THE RAIDERS OF THE LOST ARK, which was itself a tribute to the Bond films. 5 points.<br /><br />Summary: NEVER SAY NEVER AGAIN is a mixed bag. In the really important areas, it more than holds it own thanks to hero Connery, villain Brandauer, assassin Carrera and damsel-in-distress Basinger. But the devil is in the details; as seemingly unimportant as the opening credits, theme song and such seem, the film is lacking because of their absence. It all comes off as a faux Bond film; a very good substitute, but a substitute nonetheless.<br /><br />Bond-o-meter Rating: 78 points out of 100.",1
"This movie is simply awesome.It was a very sensitive issue and movie was superb.This movie did not create any controversy in India (as far as i know) and its publicity was also kept low.Initially i thought that this movie would simply be a waste of time since most of the Indian directors and producers used to change the theme even though its very sensitive and adds a love story in original story and spoils the whole thing...most of the Indian viewers would agree on this topic if they remember Ashoka, Mangal Pandey,LOC etc..<br /><br />There have been so many movies in India which would have become milestone or mega hits if the love story part would not be unnecessarily added.<br /><br />But its treatment is pretty similar to Pinjar movie (also a must watch).<br /><br />If it counts then i would like to thank Anil Kapoor ( producer ) and Firoz Abbas Khan ( the director) for making such a great movie..",1
"I absolutely fail to see what is funny in this film. The humor seems to be destined for corpses. It's slow. The story is too simple to be true. The characters do not raise much sympathy, a few non-important characters aside. Nothing surprising happens. What did the writers of this script think? ""Oooo funny! Let's make some old lady's high on pot! Let's make them.... giggle! Let's make them... behave like little children!! Oooo, yes, that's absolutely brilliant and original!""<br /><br />This film has irritated me most from all the films I've seen in the last five years.",0
"Goebbels motivation in backing down was not explored. In the aftermath of Stalingrad the Reich had decided to go for 'total war'. This is referred to in the film. Part of this was to use women in the war effort, which Germany had not previously done to any great extent. An SS massacre of women would have faced Goebbels with a public relations disaster of massive proportion. His preference was to make the problem go away as quietly as possible, on the basis that the Jewish men could always be rounded up later. I understand the majority survived the war.<br /><br />His other problem was that the 'Red' Berlin had never been very enthusiastically behind the Nazi cause and had to be handled cautiously. Again a massacre of women could have cost the Nazis what mediocre level of support they had in their capital city.<br /><br />It was interesting that the majority of SS uniforms showed patches which indicated that the men wearing them were not of German nationality, but were from German origins in other countries such as Lithuania or Latvia",1
"This is a very enjoyable film with excellent actors and actresses evoking a range of emotions. It contains some really excellent humour which the whole family can enjoy. You get to know the characters quickly and experience their ups and downs. And, it ends very upbeat",1
"I turn on 700 Club once in awhile and only agree with some of the statements made- I'm one of many believers that is considered liberal by most Christians and conservative by most non-Christians. I vote my mind, and its usually not rep. or dem. - i don't believe 700 club tells people what to believe, but that it represents many older christians that grew up in very conservative backgrounds. i think many folks misunderstand what is said on 700 club. it bums me out to hear name calling either direction. i think 700 club folks really do love Jesus but are so busy trying to get people to vote conservatively that they've forgotten to show love to certain people and promote peace like Jesus did. Please don't judge Jesus based on ignorant individuals that believe on Him and let's also not be as ignorant with our comments about them. Why ARE people so mean to each other?",0
"I've spent quite a while going through all the reviews for this film. I'm in total agreement with almost every reviewer in saying that Noah's Ark is crap, crap, crap, crap, crap! Don't the executives at NBC have any class? I feel sick to my stomach for actually watching both parts of this mini-series. The script is so dumb, so pointless, and yes, TOTALLY INACCURATE! I can understand making a few changes for dramatic purposes, but this film changed just about everything in the story. God himself is going to go through the trouble to kill off the entire Earth's population, but he somehow misses one guy that's sailing around trying to sell stuff to Noah. Give me a break! And what was up with Noah's sons acting like Indiana Jones, saving girls in distress? If all that isn't bad enough, there's the part where God apologizes to Noah and says ""I'm sorry Noah, I was wrong"". Newsflash NBC, GOD CAN NOT BE WRONG! This film is the most tasteless and disgraceful Biblical film ever made.",0
"Australia's first mainstream slasher film hits the screen with a bang. And a stab. And a slice. And a scream or two. And plenty of blood, frights, red herrings and lots of laughs.<br /><br />In fact, there's lots of first surrounding Cut - it's the first script of Dave Warner's to be produced, although he has several others either optioned or in negotiation; it's the first major film from director and former Hoodoo Guru Kimble Rendall; and it's also the first film for producer Martin Fabinyi. And for a bunch of guys dipping their toes into this genre for the first time, they sure know their stuff.<br /><br />Cut tells the story of a bunch of Australian film students who hear about a slasher film, Hot Blooded, that was never finished because its director, Hilary (Kylie Minogue), was killed by the actor playing the psycho killer in the film.<br /><br />Despite their lecturer (who was assistant director on the night Hilary died) warning them that whenever someone tries to start up production of Hot Blooded again someone dies, director Raffy (Jessica Napier) and producer Hester (Sarah Kants) decide to go ahead and complete the film. They put together a crew and manage to get the original star, Vanessa Turnbill (Molly Ringwald), to return to Australia - in fact, to the original location - to complete Hot Blooded  14 years after shooting shut down.<br /><br />Of course, this being a slasher film, lots of bloodletting ensues  long with plenty of laughs, a few good scares and a rocking Aussie soundtrack. Cut shows that Australia can make a good, mass-market horror film just as well as Hollywood.<br /><br />It's a finely crafted feature, with excellent special effects, a taut plot and a killer - Scarman - that's a welcome addition to the ranks of Michael, Jason and Freddy.",1
"Truly a great leap forward in the perfection of painful cinema.<br /><br />Everything about this film is bad. Acting (if it can be called that), lighting, sound, script (if there was one), editing, direction, camera work, it is all atrocious. There is not a single element that is done well. If I thought that this was intentional then I might give the film some credit but I can not believe people would set out to make such a horendous film.<br /><br />This film is worth buying and screening to your worst enemies.",0
"I must say that I wasn't impressed at all, probably because I was expecting much more from this movie. Maybe an accent on religion vs science or on the meaning of life, not just a few lines. So, if you expect something to think about after you see this movie, don't. It's more psychological than philosophical. I vote 4 because of the end, it clears up a bit and because I have a great respect for BBC documentaries. There are a couple of very interesting scenes that actually gave some sense. It was a brilliant idea to add it in a movie related to theory of evolution, too bad that this wasn't the main subject. Ah, I just forgot to say that for more than 1 hour, the movie is quite boring and in a way, cruel.",0
"Another great movie by Costa-Gavras. It's a great presentation of the situation is Latin America and the US involvement in Latin American politics. The facts might or might not be accurate but it is a fact that the US was deeply involved in coups and support of Latin American dictatorships.<br /><br />Despite this though the spirit of the movie follows the typical leftist/communist propaganda of the Cold War era. Costa-Gavras is a well-known communist sympathizer and his movies are always biased. For example he presents the US actions as brutal and inhumane, while representing Tupamaros' extremist activities as something positive.<br /><br />As it turned out it was a blessing for Uruguay and the rest of the Latin America that the US got involved. Europe is filled with poor East European prostitutes. I never heard of poor Uruguayan or Chilean girls prostituting themselves en masse as it happens in most East European countries. The US was fighting a dirty war and god bless us all the monster of Soviet Communism was defeated. It is unfortunate the US had to do what it did in Latin America (and elsewhere) but sometimes you need to play dirty. This is not an idealistic world as Costa-Gavras and Matamoros like to believe. Had Matamoros come to power in Uruguay, we would've had another Ukraine in Latin America.<br /><br />All in all this movie follows corrupt and bankrupt leftist ideology of times past and tries to pass it as idealistic and morally correct.",0
"SPOILERS WITHIN.<br /><br />It appears that von Trotta was a lot more at ease with what the balance of personal story versus history of the events than she was in her earlier film Versprechen, Das (1995).<br /><br />The direction seemed carefully controlled, and visually I felt it was highly appealing - especially where the visual narrative was concerned (the title-sequence blend and the lighting of a new candle in modern times commemorating the deaths of various characters in the past).<br /><br />To clarify two points that many people have been confused by:<br /><br />Firstly, Lena did not sleep with Goebbels. Although this may have seemed implied, it was not the intent. Von Trotta told me so herself! (And she is a very nice lady, by the way!)<br /><br />Secondly, the time-frame of events was in fact historically accurate (the actual dates are shown on the close-up of the memorial) and the prisoners were released as suddenly as in the film. There is evidence showing that Goebbels was annoyed about having done this, and had planned to eventually recapture those he had set free.<br /><br />Overall, what most impressed me most was that it was an original story from a much 'over-movied' era. It seems a shame that it has taken such a long time (for various reasons) for this film to hit our screens.<br /><br />More of the same please, Margarethe!",1
"I almost made a fool of myself when I was going to start this review by saying "" This movie reminded me of BILLY ELLIOT "" but then I looked up the resume of screenwriter Lee Hall only to find out that he was the guy who wrote BILLY ELLIOT so it's Mr Hall who's making a fool of himself not me <br /><br />Am I being a bit cruel on him ? No because Lee has something most other aspiring screenwriters from Britain don't have - He has his foot in the door , he has previously written a successful British movie that won awards and made money at the box office and what does he do next ? He gives the audience more of the same <br /><br />Young Jimmy Spud lives on some kitchen sink estate . He is bullied at school and no one loves him . The only thing keeping him going is that he has aspirations to be a ballet dancer . No actually he has aspirations to be an angel but considering his household he may as well be a ballet dancer . He has a macho waster of a father who thinks "" Ballet dancers are a bunch of poofs while his granddad says "" Ballet dancers are as tough as any man you could meet . I remember seeing the Bolshoi ballet ... "" Yup Ballet is a main talking point on a run down British council estate those days - NOT . Come to think of it neither is left wing politics which seems to be the sole preserve of middle class do gooders who live in nice big houses , so right away everything about this set up feels ridiculously false <br /><br />Another major criticism is that this is a film that has no clue who it's trying to appeal to . I have often criticised Channel 4 for broadcasting movies at totally inappropriate times ( THE LAND THAT TIME FORGOT at 6 am for example ) but they showed this at 2 am and for once they've got it spot on . Considering the story involves politics , ballet dancing ( Gawd I hate it ) lung cancer and poverty there's no way this can be deemed suitable for a family audience but since the main protagonist is an 11 year old child and features angels and ballet dancers ( Don't blame me if I seem obsessed with the subject - there was no need to refer to them ) there's not much here for an intelligent adult audience either . <br /><br />Of course if Lee Hall had been told at the script development stage by the producers that he should write a story featuring a schoolboy and an angel and had flatly refused saying that he wanted to write about other themes and stories then I will apologise but throughout the movie you do get the feeling that once the film was completed it was going to be marketed to the exact same audience who enjoyed BILLY ELLIOT",0
"Even though I have great interest in Biblical movies, I was bored to death every minute of the movie. Everything is bad. The movie is too long, the acting is most of the time a Joke and the script is horrible. I did not get the point in mixing the story about Abraham and Noah together. So if you value your time and sanity stay away from this horror.",0
"You can only describe this with one word and that would be WOW!!! Wow, I really did not think piece of crap like this could ever be released. If you watch a movie titled ninja then you expect to see at least some cool martial artists, right? However, none of these guys know any martial arts whatsoever and it seems like they went to china and picked the first people they saw on the street and trained them for a day in martial arts, that's the level of their martial arts skills! The actors are way overacting, the special effects are ridiculous and there is not any plot that makes any sense. This is the worst martial arts movie I've ever seen and I have seen plenty!",0
"I own this movie and I love Canadian Movies but hire an actress like Rose I don't understand.She is completly useless in this movie just a name that's all.The rest of the cast is good,good enough to make this little thriller work.I was surprise by the plot which is not the first time it was used.But those unknown actors did very well even Jergen,I'm not a big fan of his but I liked him in this movie.If you got the chance to see it go for it.",1
"This was fun to watch, spookily atmospheric and effects were pretty good considering they were bang in the middle of World War Two. The plot did unravel pretty quickly at the end with the villains getting their comeuppance.<br /><br />It must have been a good one to watch at the local flea pit in the 1940's when they were facing the biggest threat to their liberty from the Nazis - well made with quite a serious message about the dangers to Britain from third columnists.<br /><br />But Arthur Askey was so annoying & unfunny you just wanted him to shut up - well at least I did ! I suppose different tastes in different times but the clowning around became tiresome. If he was playing an annoying little man as part of the script then he succeeded.<br /><br />A good watch and quite short at just over 80 minutes - a good background for older kids too so they have an idea of what train travel in austere times was like; uncomfortable slow, dirty trains, being thrown off for no reason, surly staff ....",1
"Little Quentin seems to have mastered the art of having the cake and eating it.<br /><br />As usual, the pure sadistic display can be explained as a clever thought-provoking way of sending violence back into the audience's face.<br /><br />Sure, Mr Tarantino. Violence is Baaad. Sadism is Baaad. It is well worth wading in it to make that point. How very brilliant.<br /><br />The juvenile part of the audience may well not be clever enough to follow all the smart references to higher levels of consciousness though, but I'm confident they'll see the light one day.<br /><br />Thanks for making this little world of ours a little better. You deserve a medal.",0
"This movie is important to those of us interested in western history because it makes use of authentic techniques in its production.<br /><br />The scenes of the wagon train are particularly authentic; so far as I know, it contains the only scenes ever filmed illustrating the techniques for river crossings at a bluff. The horses and mules have to be lowered to the river level and the wagons let down by ropes and pulleys. The scene is such that I could watch it over and again just trying to get a feel for what a crossing was like...and the early travelers did it time and time again while crossing the country.<br /><br />Melodrama aside, this picture is as authentic in dress and style as they come and worth watching for that alone.",1
"THE worst movie I've ever seen, and I've seen allot. Acting is horrible, plot is awful, idea is terrible, and no research was done what's so ever! Ok, I admit, `Air Bud' was a pretty good movie, but not `Soccer Dog'. This ""dog"" is smaller than my cat! How can he possibly play soccer? Even for 10 years old kids it won't be a problem to kick the ball hard enough to brake the stupid dog in half! It's horrible, don't watch this movie.",0
"If, in the first 10 minutes of this film, you don't realize that the main character, who writes a life advice column, is going to have the tables-oh-so-cleverly-turned and learn some valuable life lessons himself, then there is probably something wrong with you. The set up is so predictable as to ruin the movie, even if the rest of the movie was good (which it isn't) <br /><br />There's almost no chemistry between the leads, and Steve Carell's stalker-ish behavior is embarrassing, not funny. It's hard to believe Binoche's character would have any interest in him. Then in the end it's all wrapped up so wonderful and everyone lives happily ever after. Isn't that great America!",0
This story takes place in Wisconsin. I was half heartedly watching my tape when I heard the name Appleton. I wasn't sure where it was taking place until I heard them say Green Bay & then I figured it was Wisconsin. Watching further confirmed it.<br /><br />Anxiously awaiting the outcome I could really feel Corrine's frustration. I did not know it was based on fact until the end. It left me glad but sad and wanting to know more.,1
"Another Excellent Arnold movie. This futuristic movie has great action in it, and is one of Arnie's best movies. Arnold is framed as a bad guy in this movie and plays a Game of Death. This movie is excellent and a great Sci-Fi / action movie. I've always liked this movie and it has to be one of the greatest adventure movies of all time. 10 out of 10! PERFECTION",1
"I thought this is an unbelievable boring movie! i heard the director can't speak french and so he left his actors tell what they wanted... Well, Valeria Bruni-Tedeschi is great, as usual but I can't say the same of other actors. They have nothing to say, especially Bruno Todeschini.<br /><br />They all seem very tired, this being one of the movie plot : tired of being together, of living abroad, of their live in general; so they spend half the movie sleeping in a hotel room. After a while i felt sleepy myself...<br /><br />I gave 4, because of some very beautiful scenes, including the last one.",0
"This documentary attempts comedy, but never quite gets there for me. Camp? Ehn, maybe. The more apt word that everyone will agree on -- and have a hard time avoiding in any review -- is kitsch. It dripped kitsch. It was as if the film makers had worried their viewers would take the movie too seriously, and so they bent over backwards to insert kitsch and proclaim, ""We're joking around here! See???""<br /><br />In short, I felt it was trying too hard. For example, the sock puppets that introduced each scene were (to me) annoying when I'm sure they were meant to be amusing -- or at least (ahem) kitsch-ey.<br /><br />Do not, however, avoid this movie based on my complaints. Just be ready to revel in kitsch rather than having it thrust at you unprepared. If you're interested in lighthearted fare, you could do far, far worse. At the very least, the facts surrounding the rise and fall of the Bakers make this interesting and worth a view. At best, gaggles of like minded kitsch lovers will hoot and holler over choice bits throughout the film.",0
"I remember this movie. Quite intense for an 11 year old. Good editing, I felt terrible for the St. Bernard. I'd watch it again if it were rebroadcast, but the signal is passing Pluto as I write this. Robert Culp. A highlight of his career. I am just glad I didn't live in THAT neighborhood. Oh those 70's. What a decade. If they remade it I bet it would be very violent and bloody. So what are they waiting for? An excellent movie for pre-pubescent suburban boys. It was very intense. I think it was filmed in Los Angeles. Certainly not made in Lodi NJ. The shot with the St Bernard was the best and obviously the most haunting image from the film...and then they left the carcass on the stoop. Rotten kids.",1
"This is just a long advertisement for the movie ""The Death Tunnel"". Although it is an interesting history of the Waverly Hills Sanatorium, the whole ghost theory is up to your interpretation. More ""Ghost Orbs"" which you can duplicate with dust in front of a flash camera, and the ""Ectoplasmic Mist"" is just someone's cigarette smoke lit up with the camera flash. I couldn't see any ""Shadow People"" until they drew an outline around the blurry distortion of the image. No scientific explanations were suggested for the phenomena, only paranormal. Perhaps these are only events one would have to see to believe, so be sure to make plans to visit the Sanatorium on your next vacation in Louisville, Kentucky.",0
"I am easily pleased. I like bad films. I like films featuring attractive young women in small amounts of clothing.<br /><br />This film gives all the above a bad name. Yes, you know going in that what you're getting is not high art, or anything like. But, even for the type of movie it is, Beach Babes From Beyond isn't very good.<br /><br />Some people have given it 10. I can only assume that these are people who have had the organs which enable rational thought to take place surgically removed.<br /><br />It isn't very good. It simply isn't very good.<br /><br />3 out of 10 solely on the grounds of a) novelty value for the famous relatives and Burt Ward and b) some of the girls are cute.<br /><br />Oh, by the way, did I tell you that it isn't very good?",0
